T[K],T[C],HF[W/g],Cp[J/(gK)],Cp[J/(mo K)],lit-Cp[J/(molK),lit_Cp_(J/mol_K_DIVI,DIVI_B OTRO_SET,H
312.54,39.540,-0.37420,2.4240,252.45,,,,14666,
312.56,39.560,-0.37520,2.4370,253.81,,,,14671,
312.57,39.570,-0.37650,2.4520,255.37,,,,14673,
312.59,39.590,-0.37760,2.4650,256.72,,,,14679,
312.61,39.610,-0.37870,2.4790,258.18,,,,14684,
312.62,39.620,-0.37990,2.4930,259.64,,,,14686,
312.64,39.640,-0.38100,2.5070,261.10,,,,14691,
312.65,39.650,-0.38210,2.5220,262.66,,,,14694,
312.67,39.670,-0.38330,2.5370,264.22,,,,14699,
312.68,39.680,-0.38440,2.5520,265.79,,,,14702,
312.70,39.700,-0.38560,2.5680,267.45,,,,14707,
312.71,39.710,-0.38670,2.5830,269.01,,,,14710,
312.73,39.730,-0.38800,2.6000,270.78,,,,14715,
312.75,39.750,-0.38940,2.6160,272.45,,,,14721,
312.76,39.760,-0.39070,2.6340,274.33,,,,14724,
312.78,39.780,-0.39210,2.6510,276.10,,,,14729,
312.79,39.790,-0.39350,2.6690,277.97,,,,14732,
312.81,39.810,-0.39490,2.6870,279.85,,,,14737,
312.82,39.820,-0.39640,2.7050,281.72,,,,14740,
312.84,39.840,-0.39790,2.7240,283.70,,,,14746,
312.86,39.860,-0.39940,2.7430,285.68,,,,14752,
312.87,39.870,-0.40090,2.7620,287.66,,,,14754,
312.89,39.890,-0.40240,2.7810,289.64,,,,14760,
312.90,39.900,-0.40400,2.8010,291.72,,,,14763,
312.92,39.920,-0.40560,2.8200,293.70,,,,14769,
312.93,39.930,-0.40710,2.8400,295.78,,,,14772,
312.95,39.950,-0.40870,2.8600,297.86,,,,14778,
312.96,39.960,-0.41030,2.8800,299.95,,,,14781,
312.98,39.980,-0.41200,2.9010,302.13,,,,14787,
312.99,39.990,-0.41380,2.9230,304.42,,,,14790,
313.01,40.010,-0.41570,2.9450,306.72,,,,14796,
313.02,40.020,-0.41760,2.9680,309.11,,,,14799,
313.04,40.040,-0.41960,2.9920,311.61,,,,14805,
313.05,40.050,-0.42170,3.0160,314.11,,,,14808,
313.07,40.070,-0.42380,3.0420,316.82,,,,14815,
313.09,40.090,-0.42590,3.0660,319.32,,,,14821,
313.10,40.100,-0.42820,3.0940,322.23,,,,14824,
313.12,40.120,-0.43050,3.1200,324.94,,,,14831,
313.13,40.130,-0.43280,3.1470,327.75,,,,14834,
313.14,40.140,-0.43550,3.1780,330.98,,,,14837,
313.16,40.160,-0.43840,3.2090,334.21,,,,14844,
313.18,40.180,-0.44140,3.2420,337.65,,,,14851,
313.19,40.190,-0.44470,3.2770,341.29,,,,14854,
313.20,40.200,-0.44820,3.3140,345.15,,,,14858,
313.22,40.220,-0.45220,3.3550,349.42,,,,14864,
313.23,40.230,-0.45630,3.3960,353.69,,,,14868,
313.25,40.250,-0.46080,3.4410,358.37,,,,14875,
313.26,40.260,-0.46580,3.4900,363.48,,,,14879,
313.28,40.280,-0.47100,3.5410,368.79,,,,14886,
313.29,40.290,-0.47660,3.5950,374.41,,,,14890,
313.30,40.300,-0.48260,3.6530,380.45,,,,14894,
313.32,40.320,-0.48900,3.7140,386.81,,,,14901,
313.33,40.330,-0.49560,3.7770,393.37,,,,14905,
313.34,40.340,-0.50260,3.8430,400.24,,,,14909,
313.36,40.360,-0.50980,3.9120,407.43,,,,14917,
313.37,40.370,-0.51730,3.9840,414.93,,,,14921,
313.38,40.380,-0.52520,4.0590,422.74,,,,14925,
313.40,40.400,-0.53310,4.1350,430.65,,,,14934,
313.41,40.410,-0.54110,4.2130,438.78,,,,14938,
313.42,40.420,-0.54940,4.2930,447.11,,,,14943,
313.43,40.430,-0.55760,4.3740,455.54,,,,14947,
313.44,40.440,-0.56580,4.4550,463.98,,,,14952,
313.46,40.460,-0.57390,4.5360,472.42,,,,14961,
313.47,40.470,-0.58200,4.6170,480.85,,,,14966,
313.48,40.480,-0.58980,4.6960,489.08,,,,14971,
313.49,40.490,-0.59750,4.7750,497.31,,,,14976,
313.50,40.500,-0.60500,4.8530,505.43,,,,14981,
313.51,40.510,-0.61260,4.9310,513.55,,,,14986,
313.52,40.520,-0.61990,5.0090,521.68,,,,14991,
313.53,40.530,-0.62700,5.0850,529.59,,,,14996,
313.54,40.540,-0.63390,5.1600,537.40,,,,15002,
313.56,40.560,-0.64080,5.2340,545.11,,,,15013,
313.57,40.570,-0.64740,5.3090,552.92,,,,15018,
313.58,40.580,-0.65400,5.3840,560.73,,,,15024,
313.59,40.590,-0.66050,5.4590,568.54,,,,15029,
313.60,40.600,-0.66670,5.5320,576.15,,,,15035,
313.61,40.610,-0.67290,5.6060,583.85,,,,15041,
313.62,40.620,-0.67900,5.6790,591.46,,,,15047,
313.63,40.630,-0.68510,5.7530,599.16,,,,15053,
313.64,40.640,-0.69120,5.8270,606.87,,,,15059,
313.65,40.650,-0.69720,5.8990,614.37,,,,15065,
313.66,40.660,-0.70310,5.9710,621.87,,,,15071,
313.67,40.670,-0.70910,6.0450,629.57,,,,15077,
313.68,40.680,-0.71500,6.1190,637.28,,,,15083,
313.69,40.690,-0.72100,6.1930,644.99,,,,15090,
313.70,40.700,-0.72700,6.2690,652.90,,,,15096,
313.72,40.720,-0.73290,6.3440,660.71,,,,15110,
313.73,40.730,-0.73910,6.4220,668.84,,,,15116,
313.74,40.740,-0.74510,6.5000,676.96,,,,15123,
313.75,40.750,-0.75100,6.5780,685.09,,,,15130,
313.76,40.760,-0.75690,6.6560,693.21,,,,15137,
313.77,40.770,-0.76280,6.7360,701.54,,,,15144,
313.78,40.780,-0.76880,6.8160,709.87,,,,15151,
313.79,40.790,-0.77470,6.8950,718.10,,,,15158,
313.80,40.800,-0.78070,6.9750,726.43,,,,15165,
313.81,40.810,-0.78670,7.0560,734.87,,,,15172,
313.82,40.820,-0.79280,7.1380,743.41,,,,15180,
313.83,40.830,-0.79890,7.2210,752.05,,,,15187,
313.84,40.840,-0.80520,7.3050,760.80,,,,15195,
313.85,40.850,-0.81140,7.3890,769.55,,,,15202,
313.86,40.860,-0.81770,7.4740,778.40,,,,15210,
313.87,40.870,-0.82390,7.5590,787.25,,,,15218,
313.88,40.880,-0.83010,7.6450,796.21,,,,15226,
313.89,40.890,-0.83640,7.7320,805.27,,,,15234,
313.91,40.910,-0.84270,7.8190,814.33,,,,15250,
313.92,40.920,-0.84890,7.9060,823.39,,,,15258,
313.93,40.930,-0.85540,7.9930,832.45,,,,15267,
313.94,40.940,-0.86180,8.0810,841.62,,,,15275,
313.95,40.950,-0.86840,8.1690,850.78,,,,15283,
313.96,40.960,-0.87510,8.2580,860.05,,,,15292,
313.97,40.970,-0.88160,8.3460,869.22,,,,15301,
313.98,40.980,-0.88810,8.4320,878.18,,,,15309,
313.99,40.990,-0.89460,8.5170,887.03,,,,15318,
314.00,41.000,-0.90100,8.6020,895.88,,,,15327,
314.01,41.010,-0.90720,8.6830,904.32,,,,15336,
314.02,41.020,-0.91360,8.7660,912.96,,,,15345,
314.03,41.030,-0.92000,8.8470,921.40,,,,15354,
314.04,41.040,-0.92660,8.9280,929.83,,,,15364,
314.05,41.050,-0.93320,9.0090,938.27,,,,15373,
314.06,41.060,-0.93990,9.0890,946.60,,,,15382,
314.07,41.070,-0.94660,9.1700,955.04,,,,15392,
314.08,41.080,-0.95340,9.2490,963.26,,,,15401,
314.09,41.090,-0.96010,9.3260,971.28,,,,15411,
314.10,41.100,-0.96690,9.4040,979.41,,,,15421,
314.11,41.110,-0.97350,9.4800,987.32,,,,15431,
314.12,41.120,-0.97990,9.5530,994.93,,,,15441,
314.13,41.130,-0.98660,9.6280,1002.7,,,,15451,
314.14,41.140,-0.99330,9.7020,1010.4,,,,15461,
314.15,41.150,-1.0000,9.7760,1018.2,,,,15471,
314.16,41.160,-1.0070,9.8500,1025.9,,,,15481,
314.17,41.170,-1.0130,9.9220,1033.4,,,,15491,
314.18,41.180,-1.0200,9.9950,1041.0,,,,15502,
314.19,41.190,-1.0270,10.070,1048.8,,,,15512,
314.20,41.200,-1.0330,10.140,1056.1,,,,15523,
314.21,41.210,-1.0400,10.210,1063.4,,,,15533,
314.22,41.220,-1.0470,10.280,1070.6,,,,15544,
314.23,41.230,-1.0530,10.350,1077.9,,,,15555,
314.24,41.240,-1.0600,10.420,1085.2,,,,15565,
314.25,41.250,-1.0670,10.490,1092.5,,,,15576,
314.26,41.260,-1.0730,10.560,1099.8,,,,15587,
314.27,41.270,-1.0800,10.630,1107.1,,,,15598,
314.28,41.280,-1.0870,10.700,1114.4,,,,15609,
314.29,41.290,-1.0940,10.770,1121.7,,,,15621,
314.30,41.300,-1.1000,10.840,1129.0,,,,15632,
314.31,41.310,-1.1070,10.910,1136.3,,,,15643,
314.32,41.320,-1.1130,10.980,1143.5,,,,15655,
314.33,41.330,-1.1200,11.050,1150.8,,,,15666,
314.34,41.340,-1.1270,11.120,1158.1,,,,15678,
314.35,41.350,-1.1330,11.200,1166.5,,,,15689,
314.36,41.360,-1.1400,11.270,1173.7,,,,15701,
314.37,41.370,-1.1460,11.340,1181.0,,,,15713,
314.38,41.380,-1.1530,11.410,1188.3,,,,15725,
314.39,41.390,-1.1600,11.490,1196.7,,,,15737,
314.40,41.400,-1.1660,11.560,1204.0,,,,15749,
314.41,41.410,-1.1730,11.630,1211.2,,,,15761,
314.42,41.420,-1.1790,11.700,1218.5,,,,15773,
314.43,41.430,-1.1860,11.770,1225.8,,,,15785,
314.44,41.440,-1.1920,11.840,1233.1,,,,15797,
314.45,41.450,-1.1990,11.910,1240.4,,,,15810,
314.46,41.460,-1.2050,11.970,1246.7,,,,15822,
314.47,41.470,-1.2120,12.040,1253.9,,,,15835,
314.48,41.480,-1.2180,12.110,1261.2,,,,15847,
314.49,41.490,-1.2250,12.190,1269.6,,,,15860,
314.50,41.500,-1.2310,12.260,1276.9,,,,15873,
314.51,41.510,-1.2380,12.330,1284.1,,,,15885,
314.52,41.520,-1.2440,12.400,1291.4,,,,15898,
314.53,41.530,-1.2510,12.470,1298.7,,,,15911,
314.54,41.540,-1.2570,12.540,1306.0,,,,15924,
314.55,41.550,-1.2630,12.610,1313.3,,,,15937,
314.56,41.560,-1.2700,12.680,1320.6,,,,15950,
314.57,41.570,-1.2760,12.750,1327.9,,,,15964,
314.58,41.580,-1.2830,12.820,1335.2,,,,15977,
314.59,41.590,-1.2890,12.890,1342.5,,,,15990,
314.60,41.600,-1.2950,12.950,1348.7,,,,16004,
314.61,41.610,-1.3020,13.020,1356.0,,,,16017,
314.62,41.620,-1.3080,13.090,1363.3,,,,16031,
314.63,41.630,-1.3150,13.160,1370.6,,,,16045,
314.64,41.640,-1.3210,13.230,1377.9,,,,16058,
314.65,41.650,-1.3280,13.300,1385.2,,,,16072,
314.66,41.660,-1.3340,13.370,1392.5,,,,16086,
314.67,41.670,-1.3410,13.430,1398.7,,,,16100,
314.68,41.680,-1.3470,13.500,1406.0,,,,16114,
314.69,41.690,-1.3530,13.570,1413.3,,,,16128,
314.70,41.700,-1.3600,13.630,1419.5,,,,16142,
314.71,41.710,-1.3660,13.700,1426.8,,,,16157,
314.72,41.720,-1.3720,13.770,1434.1,,,,16171,
314.73,41.730,-1.3790,13.830,1440.4,,,,16185,
314.74,41.740,-1.3850,13.900,1447.7,,,,16200,
314.75,41.750,-1.3920,13.970,1454.9,,,,16214,
314.76,41.760,-1.3980,14.030,1461.2,,,,16229,
314.77,41.770,-1.4040,14.100,1468.5,,,,16243,
314.78,41.780,-1.4110,14.170,1475.8,,,,16258,
314.79,41.790,-1.4170,14.230,1482.0,,,,16273,
314.80,41.800,-1.4240,14.300,1489.3,,,,16288,
314.81,41.810,-1.4300,14.360,1495.6,,,,16303,
314.82,41.820,-1.4370,14.420,1501.8,,,,16318,
314.83,41.830,-1.4430,14.490,1509.1,,,,16333,
314.84,41.840,-1.4500,14.550,1515.4,,,,16348,
314.85,41.850,-1.4560,14.620,1522.6,,,,16363,
314.86,41.860,-1.4620,14.680,1528.9,,,,16378,
314.87,41.870,-1.4690,14.750,1536.2,,,,16394,
314.88,41.880,-1.4760,14.810,1542.4,,,,16409,
314.89,41.890,-1.4820,14.880,1549.7,,,,16425,
314.90,41.900,-1.4890,14.950,1557.0,,,,16440,
314.91,41.910,-1.4950,15.010,1563.3,,,,16456,
314.92,41.920,-1.5020,15.070,1569.5,,,,16471,
314.93,41.930,-1.5080,15.140,1576.8,,,,16487,
314.94,41.940,-1.5150,15.200,1583.0,,,,16503,
314.95,41.950,-1.5220,15.270,1590.3,,,,16519,
314.96,41.960,-1.5280,15.330,1596.6,,,,16535,
314.97,41.970,-1.5350,15.390,1602.8,,,,16551,
314.98,41.980,-1.5410,15.450,1609.1,,,,16567,
314.99,41.990,-1.5480,15.520,1616.4,,,,16583,
315.00,42.000,-1.5550,15.580,1622.6,,,,16599,
315.01,42.010,-1.5610,15.650,1629.9,,,,16615,
315.02,42.020,-1.5680,15.710,1636.2,,,,16632,
315.03,42.030,-1.5740,15.780,1643.5,,,,16648,
315.04,42.040,-1.5810,15.840,1649.7,,,,16664,
315.05,42.050,-1.5880,15.910,1657.0,,,,16681,
315.06,42.060,-1.5950,15.970,1663.2,,,,16698,
315.07,42.070,-1.6010,16.030,1669.5,,,,16714,
315.08,42.080,-1.6080,16.090,1675.7,,,,16731,
315.09,42.090,-1.6140,16.150,1682.0,,,,16748,
315.10,42.100,-1.6210,16.210,1688.2,,,,16765,
315.11,42.110,-1.6280,16.270,1694.5,,,,16782,
315.12,42.120,-1.6340,16.330,1700.7,,,,16799,
315.13,42.130,-1.6410,16.400,1708.0,,,,16816,
315.14,42.140,-1.6480,16.460,1714.3,,,,16833,
315.15,42.150,-1.6550,16.520,1720.5,,,,16850,
315.16,42.160,-1.6610,16.580,1726.8,,,,16867,
315.17,42.170,-1.6680,16.640,1733.0,,,,16884,
315.18,42.180,-1.6750,16.700,1739.3,,,,16902,
315.19,42.190,-1.6810,16.760,1745.5,,,,16919,
315.20,42.200,-1.6880,16.820,1751.8,,,,16937,
315.21,42.210,-1.6950,16.870,1757.0,,,,16954,
315.22,42.220,-1.7010,16.930,1763.2,,,,16972,
315.23,42.230,-1.7080,16.980,1768.4,,,,16989,
315.24,42.240,-1.7140,17.040,1774.7,,,,17007,
315.25,42.250,-1.7210,17.090,1779.9,,,,17025,
315.26,42.260,-1.7280,17.150,1786.1,,,,17043,
315.27,42.270,-1.7340,17.200,1791.3,,,,17061,
315.28,42.280,-1.7410,17.260,1797.6,,,,17079,
315.29,42.290,-1.7480,17.320,1803.8,,,,17097,
315.30,42.300,-1.7540,17.370,1809.1,,,,17115,
315.31,42.310,-1.7610,17.430,1815.3,,,,17133,
315.32,42.320,-1.7670,17.480,1820.5,,,,17151,
315.33,42.330,-1.7740,17.540,1826.8,,,,17169,
315.34,42.340,-1.7800,17.590,1832.0,,,,17188,
315.35,42.350,-1.7870,17.640,1837.2,,,,17206,
315.36,42.360,-1.7940,17.700,1843.4,,,,17224,
315.37,42.370,-1.8000,17.750,1848.6,,,,17243,
315.38,42.380,-1.8070,17.800,1853.8,,,,17261,
315.39,42.390,-1.8130,17.850,1859.0,,,,17280,
315.40,42.400,-1.8190,17.890,1863.2,,,,17298,
315.41,42.410,-1.8260,17.940,1868.4,,,,17317,
315.42,42.420,-1.8320,17.990,1873.6,,,,17336,
315.43,42.430,-1.8390,18.030,1877.8,,,,17355,
315.44,42.440,-1.8450,18.080,1883.0,,,,17373,
315.45,42.450,-1.8510,18.130,1888.2,,,,17392,
315.46,42.460,-1.8580,18.170,1892.4,,,,17411,
315.47,42.470,-1.8640,18.220,1897.6,,,,17430,
315.48,42.480,-1.8700,18.260,1901.7,,,,17449,
315.49,42.490,-1.8770,18.300,1905.9,,,,17468,
315.50,42.500,-1.8830,18.350,1911.1,,,,17487,
315.51,42.510,-1.8890,18.390,1915.3,,,,17506,
315.52,42.520,-1.8960,18.430,1919.4,,,,17525,
315.53,42.530,-1.9020,18.470,1923.6,,,,17545,
315.54,42.540,-1.9080,18.510,1927.8,,,,17564,
315.55,42.550,-1.9140,18.550,1931.9,,,,17583,
315.56,42.560,-1.9200,18.590,1936.1,,,,17603,
315.57,42.570,-1.9270,18.620,1939.2,,,,17622,
315.58,42.580,-1.9320,18.650,1942.4,,,,17641,
315.59,42.590,-1.9390,18.690,1946.5,,,,17661,
315.60,42.600,-1.9450,18.720,1949.7,,,,17680,
315.61,42.610,-1.9510,18.750,1952.8,,,,17700,
315.62,42.620,-1.9570,18.790,1956.9,,,,17719,
315.63,42.630,-1.9630,18.820,1960.1,,,,17739,
315.64,42.640,-1.9690,18.850,1963.2,,,,17759,
315.65,42.650,-1.9750,18.880,1966.3,,,,17778,
315.66,42.660,-1.9810,18.910,1969.4,,,,17798,
315.67,42.670,-1.9870,18.940,1972.6,,,,17818,
315.68,42.680,-1.9930,18.970,1975.7,,,,17837,
315.69,42.690,-1.9980,18.990,1977.8,,,,17857,
315.70,42.700,-2.0040,19.010,1979.9,,,,17877,
315.71,42.710,-2.0100,19.040,1983.0,,,,17897,
315.72,42.720,-2.0150,19.060,1985.1,,,,17917,
315.73,42.730,-2.0210,19.080,1987.1,,,,17936,
315.74,42.740,-2.0270,19.100,1989.2,,,,17956,
315.75,42.750,-2.0320,19.120,1991.3,,,,17976,
315.76,42.760,-2.0380,19.140,1993.4,,,,17996,
315.77,42.770,-2.0440,19.160,1995.5,,,,18016,
315.78,42.780,-2.0490,19.180,1997.6,,,,18036,
315.79,42.790,-2.0550,19.200,1999.6,,,,18056,
315.80,42.800,-2.0610,19.220,2001.7,,,,18076,
315.81,42.810,-2.0660,19.230,2002.8,,,,18096,
315.83,42.830,-2.0710,19.250,2004.8,,,,18136,
315.84,42.840,-2.0770,19.260,2005.9,,,,18156,
315.85,42.850,-2.0830,19.280,2008.0,,,,18176,
315.86,42.860,-2.0880,19.290,2009.0,,,,18196,
315.87,42.870,-2.0930,19.300,2010.1,,,,18216,
315.88,42.880,-2.0990,19.310,2011.1,,,,18237,
315.89,42.890,-2.1040,19.320,2012.1,,,,18257,
315.90,42.900,-2.1090,19.330,2013.2,,,,18277,
315.91,42.910,-2.1140,19.340,2014.2,,,,18297,
315.92,42.920,-2.1190,19.350,2015.3,,,,18317,
315.93,42.930,-2.1240,19.350,2015.3,,,,18337,
315.94,42.940,-2.1290,19.360,2016.3,,,,18357,
315.95,42.950,-2.1350,19.360,2016.3,,,,18378,
315.97,42.970,-2.1400,19.370,2017.3,,,,18418,
315.98,42.980,-2.1450,19.370,2017.3,,,,18438,
315.99,42.990,-2.1500,19.380,2018.4,,,,18458,
316.00,43.000,-2.1550,19.380,2018.4,,,,18478,
316.01,43.010,-2.1600,19.380,2018.4,,,,18499,
316.02,43.020,-2.1650,19.380,2018.4,,,,18519,
316.03,43.030,-2.1700,19.390,2019.4,,,,18539,
316.04,43.040,-2.1750,19.390,2019.4,,,,18559,
316.05,43.050,-2.1790,19.380,2018.4,,,,18579,
316.06,43.060,-2.1840,19.380,2018.4,,,,18600,
316.08,43.080,-2.1890,19.380,2018.4,,,,18640,
316.09,43.090,-2.1930,19.370,2017.3,,,,18660,
316.10,43.100,-2.1980,19.370,2017.3,,,,18680,
316.11,43.110,-2.2030,19.370,2017.3,,,,18700,
316.12,43.120,-2.2080,19.370,2017.3,,,,18721,
316.13,43.130,-2.2120,19.360,2016.3,,,,18741,
316.14,43.140,-2.2170,19.360,2016.3,,,,18761,
316.16,43.160,-2.2210,19.350,2015.3,,,,18801,
316.17,43.170,-2.2260,19.340,2014.2,,,,18821,
316.18,43.180,-2.2300,19.340,2014.2,,,,18842,
316.19,43.190,-2.2350,19.330,2013.2,,,,18862,
316.20,43.200,-2.2390,19.320,2012.1,,,,18882,
316.21,43.210,-2.2430,19.310,2011.1,,,,18902,
316.22,43.220,-2.2480,19.300,2010.1,,,,18922,
316.24,43.240,-2.2520,19.290,2009.0,,,,18962,
316.25,43.250,-2.2560,19.270,2006.9,,,,18982,
316.26,43.260,-2.2600,19.260,2005.9,,,,19002,
316.27,43.270,-2.2640,19.250,2004.8,,,,19022,
316.28,43.280,-2.2680,19.230,2002.8,,,,19042,
316.29,43.290,-2.2730,19.220,2001.7,,,,19062,
316.31,43.310,-2.2770,19.210,2000.7,,,,19102,
316.32,43.320,-2.2810,19.190,1998.6,,,,19122,
316.33,43.330,-2.2850,19.180,1997.6,,,,19142,
316.34,43.340,-2.2890,19.170,1996.5,,,,19162,
316.35,43.350,-2.2930,19.150,1994.4,,,,19182,
316.37,43.370,-2.2970,19.130,1992.4,,,,19222,
316.38,43.380,-2.3010,19.120,1991.3,,,,19242,
316.39,43.390,-2.3040,19.100,1989.2,,,,19262,
316.40,43.400,-2.3080,19.080,1987.1,,,,19282,
316.41,43.410,-2.3120,19.060,1985.1,,,,19302,
316.43,43.430,-2.3160,19.040,1983.0,,,,19341,
316.44,43.440,-2.3200,19.020,1980.9,,,,19361,
316.45,43.450,-2.3230,19.000,1978.8,,,,19381,
316.46,43.460,-2.3270,18.980,1976.7,,,,19401,
316.48,43.480,-2.3310,18.960,1974.6,,,,19440,
316.49,43.490,-2.3350,18.940,1972.6,,,,19460,
316.50,43.500,-2.3380,18.930,1971.5,,,,19480,
316.51,43.510,-2.3420,18.910,1969.4,,,,19500,
316.52,43.520,-2.3450,18.890,1967.4,,,,19519,
316.54,43.540,-2.3490,18.870,1965.3,,,,19559,
316.55,43.550,-2.3520,18.850,1963.2,,,,19578,
316.56,43.560,-2.3550,18.830,1961.1,,,,19598,
316.57,43.570,-2.3590,18.810,1959.0,,,,19617,
316.59,43.590,-2.3620,18.790,1956.9,,,,19657,
316.60,43.600,-2.3650,18.770,1954.9,,,,19676,
316.61,43.610,-2.3690,18.750,1952.8,,,,19696,
316.62,43.620,-2.3720,18.720,1949.7,,,,19715,
316.64,43.640,-2.3750,18.690,1946.5,,,,19754,
316.65,43.650,-2.3780,18.670,1944.4,,,,19774,
316.66,43.660,-2.3810,18.640,1941.3,,,,19793,
316.67,43.670,-2.3840,18.610,1938.2,,,,19812,
316.69,43.690,-2.3870,18.590,1936.1,,,,19851,
316.70,43.700,-2.3900,18.560,1933.0,,,,19871,
316.71,43.710,-2.3930,18.540,1930.9,,,,19890,
316.73,43.730,-2.3960,18.510,1927.8,,,,19928,
316.74,43.740,-2.3990,18.490,1925.7,,,,19948,
316.75,43.750,-2.4020,18.460,1922.6,,,,19967,
316.76,43.760,-2.4050,18.440,1920.5,,,,19986,
316.78,43.780,-2.4080,18.410,1917.4,,,,20025,
316.79,43.790,-2.4110,18.390,1915.3,,,,20044,
316.80,43.800,-2.4140,18.360,1912.2,,,,20063,
316.82,43.820,-2.4160,18.340,1910.1,,,,20101,
316.83,43.830,-2.4190,18.310,1906.9,,,,20120,
316.84,43.840,-2.4220,18.290,1904.9,,,,20139,
316.86,43.860,-2.4240,18.260,1901.7,,,,20177,
316.87,43.870,-2.4270,18.230,1898.6,,,,20196,
316.88,43.880,-2.4290,18.200,1895.5,,,,20215,
316.90,43.900,-2.4320,18.180,1893.4,,,,20253,
316.91,43.910,-2.4340,18.150,1890.3,,,,20272,
316.92,43.920,-2.4370,18.120,1887.2,,,,20291,
316.94,43.940,-2.4390,18.100,1885.1,,,,20329,
316.95,43.950,-2.4410,18.070,1882.0,,,,20348,
316.96,43.960,-2.4440,18.040,1878.8,,,,20366,
316.98,43.980,-2.4460,18.010,1875.7,,,,20404,
316.99,43.990,-2.4480,17.980,1872.6,,,,20423,
317.00,44.000,-2.4510,17.950,1869.5,,,,20441,
317.02,44.020,-2.4530,17.920,1866.3,,,,20479,
317.03,44.030,-2.4550,17.890,1863.2,,,,20497,
317.05,44.050,-2.4570,17.860,1860.1,,,,20535,
317.06,44.060,-2.4590,17.840,1858.0,,,,20553,
317.07,44.070,-2.4610,17.810,1854.9,,,,20572,
317.09,44.090,-2.4630,17.780,1851.8,,,,20609,
317.10,44.100,-2.4650,17.750,1848.6,,,,20627,
317.11,44.110,-2.4670,17.720,1845.5,,,,20646,
317.13,44.130,-2.4690,17.690,1842.4,,,,20683,
317.14,44.140,-2.4700,17.660,1839.3,,,,20701,
317.16,44.160,-2.4720,17.630,1836.1,,,,20738,
317.17,44.170,-2.4740,17.600,1833.0,,,,20756,
317.18,44.180,-2.4760,17.570,1829.9,,,,20774,
317.20,44.200,-2.4770,17.540,1826.8,,,,20811,
317.21,44.210,-2.4790,17.510,1823.6,,,,20829,
317.23,44.230,-2.4810,17.490,1821.5,,,,20866,
317.24,44.240,-2.4820,17.460,1818.4,,,,20884,
317.25,44.250,-2.4840,17.430,1815.3,,,,20902,
317.27,44.270,-2.4850,17.400,1812.2,,,,20938,
317.28,44.280,-2.4870,17.370,1809.1,,,,20956,
317.30,44.300,-2.4880,17.340,1805.9,,,,20993,
317.31,44.310,-2.4900,17.310,1802.8,,,,21011,
317.33,44.330,-2.4910,17.280,1799.7,,,,21047,
317.34,44.340,-2.4920,17.250,1796.6,,,,21065,
317.36,44.360,-2.4940,17.220,1793.4,,,,21101,
317.37,44.370,-2.4950,17.190,1790.3,,,,21118,
317.38,44.380,-2.4960,17.160,1787.2,,,,21136,
317.40,44.400,-2.4970,17.130,1784.1,,,,21172,
317.41,44.410,-2.4980,17.100,1780.9,,,,21190,
317.43,44.430,-2.5000,17.070,1777.8,,,,21225,
317.44,44.440,-2.5010,17.040,1774.7,,,,21243,
317.46,44.460,-2.5020,17.010,1771.6,,,,21279,
317.47,44.470,-2.5030,16.980,1768.4,,,,21296,
317.49,44.490,-2.5040,16.950,1765.3,,,,21332,
317.50,44.500,-2.5050,16.920,1762.2,,,,21349,
317.52,44.520,-2.5060,16.890,1759.1,,,,21385,
317.53,44.530,-2.5070,16.860,1755.9,,,,21402,
317.55,44.550,-2.5080,16.840,1753.9,,,,21437,
317.56,44.560,-2.5080,16.810,1750.7,,,,21455,
317.58,44.580,-2.5100,16.780,1747.6,,,,21490,
317.59,44.590,-2.5110,16.750,1744.5,,,,21507,
317.61,44.610,-2.5110,16.720,1741.4,,,,21542,
317.62,44.620,-2.5120,16.690,1738.2,,,,21559,
317.64,44.640,-2.5130,16.660,1735.1,,,,21594,
317.65,44.650,-2.5130,16.640,1733.0,,,,21612,
317.67,44.670,-2.5140,16.610,1729.9,,,,21646,
317.68,44.680,-2.5150,16.580,1726.8,,,,21663,
317.70,44.700,-2.5150,16.550,1723.6,,,,21698,
317.71,44.710,-2.5160,16.520,1720.5,,,,21715,
317.73,44.730,-2.5160,16.490,1717.4,,,,21750,
317.75,44.750,-2.5170,16.460,1714.3,,,,21784,
317.76,44.760,-2.5180,16.430,1711.2,,,,21801,
317.78,44.780,-2.5180,16.400,1708.0,,,,21835,
317.79,44.790,-2.5180,16.370,1704.9,,,,21852,
317.81,44.810,-2.5190,16.340,1701.8,,,,21886,
317.82,44.820,-2.5190,16.310,1698.7,,,,21903,
317.84,44.840,-2.5200,16.280,1695.5,,,,21937,
317.85,44.850,-2.5200,16.250,1692.4,,,,21954,
317.87,44.870,-2.5210,16.230,1690.3,,,,21988,
317.88,44.880,-2.5210,16.200,1687.2,,,,22005,
317.90,44.900,-2.5210,16.170,1684.1,,,,22039,
317.92,44.920,-2.5210,16.140,1680.9,,,,22072,
317.93,44.930,-2.5220,16.110,1677.8,,,,22089,
317.95,44.950,-2.5220,16.080,1674.7,,,,22123,
317.96,44.960,-2.5220,16.060,1672.6,,,,22139,
317.98,44.980,-2.5220,16.030,1669.5,,,,22173,
318.00,45.000,-2.5230,16.000,1666.4,,,,22206,
318.01,45.010,-2.5230,15.970,1663.2,,,,22223,
318.03,45.030,-2.5230,15.950,1661.2,,,,22256,
